Row,Country,Difficulty,Question,Answer,Options,Failed,Why it failed,Remedy
31595,Iran,medium,Which two teams did Iran face in the 2014 World Cup group stage?,Nigeria and Argentina,Nigeria and Argentina | Morocco and Portugal | Spain and Portugal | England and USA,,,Rectified programmatically
40148,Morocco,easy,Which two teams played a 0-0 draw in their 2022 World Cup opener?,Morocco and Croatia,Morocco and Croatia | Morocco and Belgium | Croatia and Belgium | Croatia and Canada,,,Rectified programmatically
42014,New Zealand,easy,Which two teams were unbeaten at the 2010 FIFA World Cup?,Spain and New Zealand,Spain and New Zealand | Netherlands and Brazil | Germany and Uruguay | Argentina and Portugal,,,Rectified programmatically
9379,Cabo Verde,easy,"Which two tiny nations, each with about 500,000 people, have qualified for a FIFA World Cup?",Cabo Verde and Iceland,Cabo Verde and Iceland | San Marino and Andorra | Luxembourg and Malta | Montenegro and Kosovo,,,Rectified programmatically
9380,Cabo Verde,easy,"Which two tiny nations, with populations around 500,000, qualified for a FIFA World Cup?",Cabo Verde and Iceland,Cabo Verde and Iceland | Cabo Verde and Trinidad | Iceland and Montenegro | Montenegro and Trinidad,,,Rectified programmatically
9381,Cabo Verde,easy,"Which two tiny nations, with populations around 500,000, reached the World Cup?",Cabo Verde and Iceland,Cabo Verde and Iceland | Uruguay and Costa Rica | Qatar and Wales | Slovenia and Montenegro,,,Rectified programmatically
41219,Netherlands,hard,Which two tournaments did the Netherlands fail to qualify for between 2014-2018?,Euro 2016 and 2018,Euro 2016 and 2018 World Cup | Euro 2012 and 2014 World Cup | Euro 2020 and 2022 World Cup | Euro 2008 and 2010 World Cup,,,Rectified programmatically
41220,Netherlands,hard,Which two tournaments did the Netherlands fail to qualify for in the 2010s?,Euro 2016 and 2018,Euro 2016 and 2018 World Cup | Euro 2012 and 2014 World Cup | Euro 2008 and 2010 World Cup | Euro 2020 and 2022 World Cup,,,Rectified programmatically
41221,Netherlands,medium,Which two tournaments did the Netherlands first miss consecutively after 2006?,"Euro 2016, 2018 World","Euro 2016, 2018 World Cup | Euro 2012,  2014 World Cup | Euro 2008, 2010 World Cup | Euro 2020, 2022 World Cup",,,Rectified programmatically
41222,Netherlands,medium,Which two tournaments did the Netherlands miss consecutively for the first time?,"Euro 2016, 2018 World","Euro 2016, 2018 World Cup | Euro 2012,  2014 World Cup | Euro 2008, 2010 World Cup | Euro 2020, 2022 World Cup",,,Rectified programmatically
5954,Belgium,medium,"Which two tournaments saw Belgium exit to France, ending an era?","2018 World Cup, Euro","2018 World Cup, Euro 2024 | 2014 World Cup,  Euro 2020 | 2016 Euros, 2022 World Cup | 2020 Euros, 2026 World Cup",,,Rectified programmatically
40149,Morocco,easy,Which two tournaments saw Morocco's World Cup/AFCON runs end in 2024 and 2014?,AFCON and World Cup,AFCON and World Cup qualifying | AFCON and Arab Cup | World Cup and Club World Cup | Arab Cup and World Cup qualifying,,,Rectified programmatically
45445,Tunisia,easy,Which two Tunisian clubs feature prominently in the country's top domestic league?,Espérance de Tunis and,Espérance de Tunis and Club Africain | Étoile du Sahel and CS Sfaxien | US Monastir and Stade Tunisien | CA Bizertin and AS Marsa,,,Rectified programmatically
44672,Switzerland,medium,Which two UEFA teams drew 1-1 in the Euro 2024 group stage?,Switzerland and Germany,Switzerland and Germany | Switzerland and Italy | Switzerland and France | Switzerland and Spain,,,Rectified programmatically
46075,USA,medium,Which two US players share the all-time goalscoring record?,"Clint Dempsey, Landon Donovan","Clint Dempsey, Landon Donovan | Tim Howard,  Michael Bradley | Christian Pulisic, Weston McKennie | Jozy Altidore, Michael Bradley",,,Rectified programmatically
46076,USA,medium,Which two USA players shared the goalscoring record during the 2018 World Cup qualifying cycle?,"Clint Dempsey, Landon Donovan","Clint Dempsey, Landon Donovan | Christian Pulisic,  Jozy Altidore | Brian McBride, Eric Wynalda | Michael Bradley, DaMarcus Beasley",,,Rectified programmatically
41225,Netherlands,medium,Which two World Cup matches saw the Netherlands lose to Argentina on penalties?,"2014 semi-final, 2022 quarter-final","2014 semi-final, 2022 quarter-final | 2010 final,  2014 semi-final | 2010 final, 2022 quarter-final | 2006 round of 16, 2014 semi-final",,,Rectified programmatically
3158,Australia,hard,Which two World Cups did Australia qualify for via AFC qualification?,2014 and 2026,2014 and 2026 | 2010 and → 2018 | 2018 and 2022 | 2010 and 2014,,,Rectified programmatically
37629,Jordan,medium,Which two World Cups did Jordan fail to qualify for in the 2010s and 2020s?,2018 and 2022,2018 and 2022 | 2010 and 2014 | 2014 and 2018 | 2010 and 2022,,,Rectified programmatically
27213,France,easy,Which UEFA federation had over 2 million registered players in 2023?,France (FFF),France (FFF) | Germany (DFB) | Italy (FIGC) | Spain (RFEF),,,Rectified programmatically
20454,Denmark,easy,Which UEFA manager is confirmed for the 2026 World Cup cycle?,Kasper Hjulmand,Kasper Hjulmand | Morten Olsen | Åge Hareide | Roberto Martínez,,,Rectified programmatically
4196,Austria,easy,Which UEFA nation qualified for the 2022 FIFA World Cup?,Germany,Germany | Austria | Sweden | Norway,,,Rectified programmatically
18990,Croatia,medium,Which UEFA nation was also eliminated in the Euro 2012 group stage?,Republic of Ireland,Republic of Ireland | Czech Republic | Switzerland | Netherlands,,,Rectified programmatically
4207,Austria,medium,Which UEFA nation's manager oversaw their highest FIFA ranking of 10th?,Austria under Koller,Austria under Koller | Switzerland under Petković | Poland under Sousa | Wales under Page,,,Rectified programmatically
44699,Switzerland,easy,Which UEFA team did not reach a European Championship quarter-final in the 2020s?,Italy,Italy | Switzerland | England | Spain,,,Rectified programmatically
19009,Croatia,easy,Which UEFA team did not win a UEFA Nations League title in 2023?,France,France | Croatia | Spain | Portugal,,,Rectified programmatically
34237,Italy,medium,Which UEFA tournament did Antonio Conte use Italy's 3-5-2 formation?,Euro 2016,Euro 2016 | Euro 2012 | Euro 2020 | World Cup 2014,,,Rectified programmatically
34238,Italy,easy,Which Uruguay player bit Giorgio Chiellini at the 2014 FIFA World Cup?,Luis Suárez,Luis Suárez | Edinson Cavani | Diego Godín | Maxi Pereira,,,Rectified programmatically
46078,USA,easy,"Which US 2026 venue has a capacity exceeding 60,000?",AT&T Stadium,AT&T Stadium | Estadio Azteca | Lusail Stadium | Al Bayt Stadium,,,Rectified programmatically
46079,USA,easy,"Which US 2026 World Cup venue has an 82,500 capacity?",MetLife Stadium,MetLife Stadium | SoFi Stadium | AT&T Stadium | Hard Rock Stadium,,,Rectified programmatically
46080,USA,easy,"Which US 2026 World Cup venue holds over 60,000 fans?",AT&T Stadium,AT&T Stadium | Estadio Azteca | Lusail Stadium | Allegiant Stadium,,,Rectified programmatically
46081,USA,easy,Which US captain was youngest at a World Cup in 2022?,Tyler Adams,Tyler Adams | Landon Donovan | Clint Dempsey | Christian Pulisic,,,Rectified programmatically
46082,USA,easy,Which US city hosts the national team's training centre for 2026 World Cup preparation?,Chicago,Chicago | Los Angeles | Dallas | Miami,,,Rectified programmatically
46083,USA,easy,Which US city hosts the national team's training centre for FIFA World Cup preparations?,Chicago,Chicago | Los Angeles | Dallas | Miami,,,Rectified programmatically
46084,USA,easy,Which US city hosts the national training centre used for World Cup preparation?,Chicago,Chicago | Los Angeles | Dallas | Miami,,,Rectified programmatically
46085,USA,easy,Which US defender at the 2022 World Cup played for Barcelona?,Sergiño Dest,Sergiño Dest | DeAndre Yedlin | Cameron Carter-Vickers | Tim Ream,,,Rectified programmatically
46086,USA,easy,Which US goalkeeper made 16 saves in a 2014 World Cup match?,Tim Howard,Tim Howard | Brad Friedel | Kasey Keller | Brad Guzan,,,Rectified programmatically
46087,USA,easy,Which US goalkeeper made a record 16 saves at the 2014 World Cup?,Tim Howard,Tim Howard | Brad Friedel | Kasey Keller | Brad Guzan,,,Rectified programmatically
46088,USA,easy,Which US manager failed to qualify for the 2018 World Cup?,Bruce Arena,Bruce Arena | Bob Bradley | Jürgen Klinsmann | Gregg Berhalter,,,Rectified programmatically
46089,USA,easy,Which US manager was fired after the 2022 World Cup?,Gregg Berhalter,Gregg Berhalter | Bob Bradley | Jürgen Klinsmann | Bruce Arena,,,Rectified programmatically
46090,USA,easy,Which US manager was in charge after the 2018 World Cup qualifying failure?,Bruce Arena,Bruce Arena | Gregg Berhalter | Jürgen Klinsmann | Bob Bradley,,,Rectified programmatically
46091,USA,easy,Which US midfielder anchors the 2026 World Cup squad alongside Weston McKennie?,Yunus Musah,Yunus Musah | Tyler Adams | Gio Reyna | Christian Pulisic,,,Rectified programmatically
46092,USA,easy,Which US midfielder anchors the midfield alongside Weston McKennie for the 2026 World Cup?,Yunus Musah,Yunus Musah | Christian Pulisic | Tyler Adams | Gio Reyna,,,Rectified programmatically
46093,USA,easy,"Which US midfielder for 2026 is known for energetic, goal-scoring play?",Weston McKennie,Weston McKennie | Christian Pulisic | Yunus Musah | Tyler Adams,,,Rectified programmatically
46094,USA,easy,Which US midfielder was the primary defensive anchor in the 2022 World Cup?,Tyler Adams,Tyler Adams | Weston McKennie | Yunus Musah | Gio Reyna,,,Rectified programmatically
46095,USA,easy,Which US player anchors midfield with McKennie for the 2026 World Cup?,Yunus Musah,Yunus Musah | Christian Pulisic | Tyler Adams | Gio Reyna,,,Rectified programmatically
46096,USA,easy,Which US player provided defensive midfield leadership for the 2026 squad?,Tyler Adams,Tyler Adams | Weston McKennie | Yunus Musah | Gio Reyna,,,Rectified programmatically
46097,USA,easy,Which US player provided leadership and defensive midfield quality for the 2026 squad?,Tyler Adams,Tyler Adams | Weston McKennie | Yunus Musah | Gio Reyna,,,Rectified programmatically
46098,USA,easy,Which US player provides defensive midfield quality for the 2026 World Cup squad?,Tyler Adams,Tyler Adams | Weston McKennie | Yunus Musah | Gio Reyna,,,Rectified programmatically
46101,USA,easy,Which US player scored a 91st-minute World Cup winner in 2010?,Landon Donovan,Landon Donovan | Clint Dempsey | Christian Pulisic | Tim Howard,,,Rectified programmatically
46103,USA,easy,"Which US player scored the 2022 World Cup winner vs Iran, like Donovan did in 2010?",Christian Pulisic,Christian Pulisic | Clint Dempsey | Tim Howard | Weston McKennie,,,Rectified programmatically
46104,USA,easy,Which US player scored the winner against Iran at the 2022 World Cup?,Christian Pulisic,Christian Pulisic | Timothy Weah | Weston McKennie | Tyler Adams,,,Rectified programmatically
46105,USA,easy,Which US player scored their 2022 World Cup goal in the 1-1 draw?,Timothy Weah,Timothy Weah | Christian Pulisic | Weston McKennie | Tyler Adams,,,Rectified programmatically
46106,USA,easy,Which US player shares the all-time goalscoring record of 57 goals?,Clint Dempsey,Clint Dempsey | Christian Pulisic | Jozy Altidore | Michael Bradley,,,Rectified programmatically
46107,USA,easy,Which US player shares the all-time national goalscoring record with Clint Dempsey?,Landon Donovan,Landon Donovan | Tim Howard | Christian Pulisic | Jozy Altidore,,,Rectified programmatically
46108,USA,easy,Which US player was 24 when scoring at the 2022 World Cup?,Christian Pulisic,Christian Pulisic | Timothy Weah | Weston McKennie | Brenden Aaronson,,,Rectified programmatically
46109,USA,easy,Which US player was at a European club during 2022 World Cup qualifying?,Christian Pulisic,Christian Pulisic | Tyler Adams | Weston McKennie | Gio Reyna,,,Rectified programmatically
46110,USA,easy,Which US player was key in their 2022 World Cup qualifying campaign?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Tim Weah,,,Rectified programmatically
46111,USA,medium,Which US player was part of the 2010 team that reached 13th in FIFA rankings?,Landon Donovan,Landon Donovan | Clint Dempsey | Tim Howard | Christian Pulisic,,,Rectified programmatically
46113,USA,easy,Which US Soccer president oversaw the restructuring after the 2018 World Cup qualifying failure?,Carlos Cordeiro,Carlos Cordeiro | Sunil Gulati | Cindy Parlow Cone | Don Garber,,,Rectified programmatically
46114,USA,easy,"Which US stadium for the 2026 World Cup final holds about 82,500?",MetLife Stadium,MetLife Stadium | SoFi Stadium | AT&T Stadium | Hard Rock Stadium,,,Rectified programmatically
46115,USA,easy,Which US stadium for the 2026 World Cup final hosted a key 2017 CONCACAF qualifier?,MetLife Stadium,MetLife Stadium | SoFi Stadium | AT&T Stadium | Hard Rock Stadium,,,Rectified programmatically
46116,USA,easy,Which US stadium for the 2026 World Cup is in Los Angeles?,SoFi Stadium,SoFi Stadium | Rose Bowl | BMO Stadium | Levi's Stadium,,,Rectified programmatically
46117,USA,easy,Which US stadium is a 2026 World Cup venue among 11 used?,AT&T Stadium,AT&T Stadium | Lambeau Field | Rose Bowl | Arrowhead Stadium,,,Rectified programmatically
46118,USA,easy,Which US stadium will host the 2026 FIFA World Cup final?,MetLife Stadium,MetLife Stadium | SoFi Stadium | AT&T Stadium | Hard Rock Stadium,,,Rectified programmatically
46120,USA,easy,Which US striker for 2026 represents the new generation?,Folarin Balogun,Folarin Balogun | Christian Pulisic | Tim Weah | Gio Reyna,,,Rectified programmatically
46121,USA,easy,Which US striker made his international debut after 2022?,Folarin Balogun,Folarin Balogun | Christian Pulisic | Tim Weah | Gio Reyna,,,Rectified programmatically
46122,USA,easy,Which US striker represents the new generation for the 2026 World Cup squad?,Folarin Balogun,Folarin Balogun | Ricardo Pepi | Josh Sargent | Haji Wright,,,Rectified programmatically
46123,USA,easy,Which US top-flight club won MLS Cup in 2022 after the Qatar World Cup?,LAFC,LAFC | Atlanta United | FC Dallas | New York City FC,,,Rectified programmatically
46124,USA,easy,Which US World Cup knockout loss was by a 3-1 scoreline in 2022?,Netherlands,Netherlands | Belgium | Ghana | Germany,,,Rectified programmatically
46130,USA,easy,Which USA 2026 squad will blend European stars with MLS talent?,Pochettino's squad,Pochettino's squad | Berhalter's squad | Klinsmann's squad | Arena's squad,,,Rectified programmatically
46132,USA,easy,Which USA 2026 World Cup squad will blend European-based stars with MLS talent?,Pochettino's squad,Pochettino's squad | Berhalter's squad | Klinsmann's squad | Arena's squad,,,Rectified programmatically
46137,USA,easy,Which USA attacker is a key part of their 2026 World Cup cycle?,Brenden Aaronson,Brenden Aaronson | Gio Reyna | Tim Weah | Christian Pulisic,,,Rectified programmatically
46205,USA,easy,Which USA manager led the team at the 2022 World Cup and to multiple CONCACAF titles?,Gregg Berhalter,Gregg Berhalter | Jürgen Klinsmann | Bruce Arena | Bob Bradley,,,Rectified programmatically
46213,USA,easy,Which USA manager plans a 2026 World Cup squad blending European stars with MLS talent?,Mauricio Pochettino,Mauricio Pochettino | Gregg Berhalter | Jürgen Klinsmann | Bob Bradley,,,Rectified programmatically
46235,USA,easy,Which USA manager will blend European stars with MLS talent for the 2026 World Cup?,Pochettino,Pochettino | Gregg Berhalter | Jürgen Klinsmann | Bob Bradley,,,Rectified programmatically
46241,USA,easy,Which USA midfielder anchored the 2026 squad alongside Weston McKennie?,Yunus Musah,Yunus Musah | Tyler Adams | Gio Reyna | Christian Pulisic,,,Rectified programmatically
46243,USA,easy,Which USA midfielder anchors the midfield with Weston McKennie for the 2026 World Cup?,Yunus Musah,Yunus Musah | Tyler Adams | Gio Reyna | Christian Pulisic,,,Rectified programmatically
46247,USA,easy,Which USA midfielder at the 2026 World Cup provides energy and goals from midfield?,Weston McKennie,Weston McKennie | Christian Pulisic | Yunus Musah | Tyler Adams,,,Rectified programmatically
46248,USA,easy,Which USA midfielder had over 50 caps and was key at the 2022 World Cup?,Weston McKennie,Weston McKennie | Tyler Adams | Yunus Musah | Christian Pulisic,,,Rectified programmatically
46265,USA,easy,Which USA player anchors the 2026 midfield alongside Weston McKennie?,Yunus Musah,Yunus Musah | Christian Pulisic | Tyler Adams | Gio Reyna,,,Rectified programmatically
46266,USA,easy,Which USA player anchors the midfield with McKennie for the 2026 squad?,Yunus Musah,Yunus Musah | Christian Pulisic | Tyler Adams | Gio Reyna,,,Rectified programmatically
46285,USA,easy,Which USA player is a creative attacking talent for their 2026 World Cup squad?,Gio Reyna,Gio Reyna | Christian Pulisic | Weston McKennie | Tim Weah,,,Rectified programmatically
46288,USA,easy,Which USA player is confirmed as captain for the 2026 World Cup?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Gio Reyna,,,Rectified programmatically
46289,USA,easy,Which USA player is part of their young 2026 World Cup squad?,Folarin Balogun,Folarin Balogun | Christian Pulisic | Weston McKennie | Gio Reyna,,,Rectified programmatically
46293,USA,easy,Which USA player is the team's captain for the 2026 World Cup?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Gio Reyna,,,Rectified programmatically
46300,USA,easy,Which USA player provides creative attacking talent for the 2026 squad?,Gio Reyna,Gio Reyna | Christian Pulisic | Weston McKennie | Tim Weah,,,Rectified programmatically
46302,USA,easy,Which USA player provides creative talent in attack for the 2026 World Cup squad?,Gio Reyna,Gio Reyna | Christian Pulisic | Weston McKennie | Tim Weah,,,Rectified programmatically
46303,USA,easy,Which USA player provides leadership and defensive midfield quality for the 2026 World Cup?,Tyler Adams,Tyler Adams | Weston McKennie | Yunus Musah | Gio Reyna,,,Rectified programmatically
46371,USA,medium,Which USA player was key to their 2022 World Cup qualification campaign?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Brenden Aaronson,,,Rectified programmatically
46392,USA,easy,Which USA player's creative role was key to their 2026 World Cup attack?,Gio Reyna,Gio Reyna | Christian Pulisic | Weston McKennie | Tim Weah,,,Rectified programmatically
46417,USA,easy,Which USA squad for 2026 blends European-based stars with MLS talent?,Pochettino's squad,Pochettino's squad | Bradley's 2010 squad | Klinsmann's 2014 squad | Berhalter's 2022 squad,,,Rectified programmatically
46418,USA,medium,Which USA squad was the youngest at the 2022 World Cup?,The 2022 squad,The 2022 squad | The 2010 squad | The 2014 squad | The 2018 squad,,,Rectified programmatically
46428,USA,easy,Which USA stadiums are 2026 World Cup venues?,"SoFi, AT&T, Hard Rock","SoFi, AT&T, Hard Rock | MetLife,  Soldier Field,  Lumen | Rose Bowl, Arrowhead, Mercedes-Benz | Allegiant, Lucas Oil",,,Rectified programmatically
46430,USA,easy,Which USA stadiums were selected to host 2026 FIFA World Cup matches?,"SoFi, AT&T, Hard Rock","SoFi, AT&T, Hard Rock | MetLife,  SoFi,  Soldier Field | Rose Bowl, AT&T, Mercedes-Benz | Hard Rock, Levi's",,,Rectified programmatically
46431,USA,easy,Which USA star plays for AC Milan?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Gio Reyna,,,Rectified programmatically
46452,USA,easy,"Which USA World Cup host stadiums will exceed 60,000 capacity in 2026?",Most of them,Most of them | All of them | A few of them | None of them,,,Rectified programmatically
46125,USA,easy,Which US-developed player competed at the 2022 FIFA World Cup?,Christian Pulisic,Christian Pulisic | Tim Weah | Weston McKennie | Tyler Adams,,,Rectified programmatically
46126,USA,easy,Which US-developed player started for a European club at the 2022 World Cup?,Christian Pulisic,Christian Pulisic | Tyler Adams | Weston McKennie | Brenden Aaronson,,,Rectified programmatically
15464,Colombia,easy,Which veteran defender is part of Colombia's 2026 transition squad?,Yerry Mina,Yerry Mina | David Ospina | Juan Cuadrado | Radamel Falcao,,,Rectified programmatically
39246,Mexico,easy,Which veteran striker provides experience and goals for Mexico at the 2026 World Cup?,Raúl Jiménez,Raúl Jiménez | Hirving Lozano | Santiago Giménez | Edson Álvarez,,,Rectified programmatically
6003,Belgium,easy,Which Wales player had more caps at Euro 2016 than the 2022 World Cup?,Hal Robson-Kanu,Hal Robson-Kanu | Gareth Bale | Aaron Ramsey | Joe Allen,,,Rectified programmatically
9393,Cabo Verde,medium,Which West African rival did Cabo Verde defeat in the 2013 AFCON group stage?,Angola,Angola | Senegal | Ghana | Nigeria,,,Rectified programmatically
32469,Iraq,easy,Which West Asian nation is a rival of Iraq in World Cup qualifiers?,Saudi Arabia,Saudi Arabia | Japan | Australia | South Korea,,,Rectified programmatically
13751,Chile,hard,Which World Cup could be Chilean Alexis Sánchez's final tournament?,The 2026 World Cup,The 2026 World Cup | The 2022 World Cup | The 2030 World Cup | The 2018 World Cup,,,Rectified programmatically
43728,Senegal,hard,Which World Cup cycle did Senegal replace Aliou Cissé after his 2021 AFCON triumph?,2026 World Cup cycle,2026 World Cup cycle | 2022 World Cup cycle | 2030 World Cup cycle | 2018 World Cup cycle,,,Rectified programmatically
15466,Colombia,medium,Which World Cup cycle marks Colombia's generational squad transition?,2026 World Cup,2026 World Cup | 2022 World Cup | 2018 World Cup | 2014 World Cup,,,Rectified programmatically
4229,Austria,easy,Which World Cup did Austria qualify for between 2010 and 2022?,None,None | 2018 | 2014 | 2022   <- rebuild distractors to all share the answer's type/format,,,Rectified programmatically
31608,Iran,hard,Which World Cup did Iran nearly beat Argentina with a late chance saved?,2014 FIFA World Cup,2014 FIFA World Cup | 2010 FIFA World Cup | 2018 FIFA World Cup | 2022 FIFA World Cup,,,Rectified programmatically
39248,Mexico,hard,Which World Cup did Javier Hernández NOT score a key goal for Mexico?,2018 FIFA World Cup,2018 FIFA World Cup | 2010 FIFA World Cup | 2014 FIFA World Cup | 2022 FIFA World Cup,,,Rectified programmatically
37654,Jordan,hard,Which World Cup did Jordan's Asian qualifying campaign fall short in?,2018 FIFA World Cup,2018 FIFA World Cup | 2014 FIFA World Cup | 2022 FIFA World Cup | 2010 FIFA World Cup,,,Rectified programmatically
2122,Argentina,medium,Which World Cup did Lionel Messi NOT score his 13 goals in?,2010 World Cup,2010 World Cup | 2014 World Cup | 2018 World Cup | 2022 World Cup,,,Rectified programmatically
43729,Senegal,hard,Which World Cup did Senegal fail to qualify for in 2010?,2010 FIFA World Cup,2010 FIFA World Cup | 2006 FIFA World Cup | 2014 FIFA World Cup | 2018 FIFA World Cup,,,Rectified programmatically
13759,Chile,medium,Which World Cup might be Chilean star Alexis Sánchez's last?,2026 World Cup,2026 World Cup | 2022 World Cup | 2018 World Cup | 2030 World Cup,,,Rectified programmatically
20523,Denmark,medium,"Which World Cup qualifiers featured Denmark's Premier, La Liga, and Bundesliga players?",The 2026 cycle,The 2026 cycle | The 2018 cycle | The 2014 cycle | The 2022 cycle,,,Rectified programmatically
34246,Italy,hard,Which World Cup qualifying campaign saw Italy use Turin's Allianz Stadium?,2026 World Cup qualifiers,2026 World Cup qualifiers | 2022 World Cup qualifiers | 2018 World Cup qualifiers | 2014 World Cup qualifiers,,,Rectified programmatically
6028,Belgium,hard,Which World Cup tournament featured Eden Hazard's dazzling performances for Belgium?,The 2018 World Cup,The 2018 World Cup | The 2014 World Cup | The 2022 World Cup | The 2010 World Cup,,,Rectified programmatically
22689,Ecuador,hard,Which World Cup was Ecuador managed by Reinaldo Rueda?,The 2014 World Cup,The 2014 World Cup | The 2010 World Cup | The 2018 World Cup | The 2022 World Cup,,,Rectified programmatically
29086,Germany,hard,Which World Cup was Julian Nagelsmann confirmed to lead Germany towards?,The 2026 World Cup,The 2026 World Cup | The 2022 World Cup | The 2030 World Cup | The 2018 World Cup,,,Rectified programmatically
39269,Mexico,hard,Which World Cup will Estadio Azteca host for its historic third time?,The 2026 World Cup,The 2026 World Cup | The 2030 World Cup | The 2034 World Cup | The 2022 World Cup,,,Rectified programmatically
13762,Chile,hard,Which World Cup will feature a new generation of Chilean players?,The 2026 World Cup,The 2026 World Cup | The 2022 World Cup | The 2018 World Cup | The 2014 World Cup,,,Rectified programmatically
12342,Canada,hard,"Which World Cup will feature Canada's MLS, CPL, and European-based mix?",The 2026 World Cup,The 2026 World Cup | The 2022 World Cup | The 2018 World Cup | The 2014 World Cup,,,Rectified programmatically
13763,Chile,hard,Which World Cup will see Chile's golden generation replaced by a new squad?,The 2026 World Cup,The 2026 World Cup | The 2014 World Cup | The 2018 World Cup | The 2022 World Cup,,,Rectified programmatically
30247,Ghana,medium,Which year did Avram Grant begin managing Ghana?,2014,2014 | 2012 | 2016 | 2010,,,Rectified programmatically
46475,USA,medium,Which year did Mauricio Pochettino become USA manager for the 2026 World Cup?,2024,2024 | 2022 | 2023 | 2025,,,Rectified programmatically
21437,DR Congo,medium,Which year did TP Mazembe appear in FIFA Club World Cup final?,2010,2010 | 2006 | 2014 | 2018,,,Rectified programmatically
27244,France,medium,Which year was Didier Deschamps' France contract extended until?,2026,2026 | 2024 | 2025 | 2028,,,Rectified programmatically
39283,Mexico,easy,Which young Mexican attacker is being prepared for the 2026 World Cup?,Diego Lainez,Diego Lainez | Santiago Giménez | Edson Álvarez | Hirving Lozano,,,Rectified programmatically
39284,Mexico,easy,Which young Mexico attacker is being prepared for the 2026 World Cup cycle?,Diego Lainez,Diego Lainez | Santiago Giménez | Edson Álvarez | Hirving Lozano,,,Rectified programmatically
39286,Mexico,easy,Which young Mexico attacker is part of their 2026 World Cup cycle?,Diego Lainez,Diego Lainez | Santiago Giménez | Edson Álvarez | Hirving Lozano,,,Rectified programmatically
17427,Côte d'Ivoire,easy,Which young talent excites fans for Côte d'Ivoire's 2026 World Cup squad?,Simon Adingra,Simon Adingra | Sébastien Haller | Franck Kessié | Nicolas Pépé,,,Rectified programmatically
46483,USA,easy,Which young USA striker represents the new generation for the 2026 World Cup?,Folarin Balogun,Folarin Balogun | Christian Pulisic | Weston McKennie | Tim Weah,,,Rectified programmatically
30254,Ghana,easy,Who anchored Ghana's midfield at the 2022 FIFA World Cup?,Thomas Partey,Thomas Partey | Mohammed Kudus | Jordan Ayew | Mohammed Salisu,,,Rectified programmatically
21445,DR Congo,easy,Who appeared in 2010 FIFA Club World Cup?,TP Mazembe,TP Mazembe | Al Ahly | ES Tunis | Mamelodi,,,Rectified programmatically
25332,England,easy,Who became England's third non-English manager in January 2025?,Thomas Tuchel,Thomas Tuchel | Fabio Capello | Sven-Göran Eriksson | Roy Hodgson,,,Rectified programmatically
16494,Costa Rica,easy,Who captained Costa Rica at the 2014 FIFA World Cup?,Bryan Ruiz,Bryan Ruiz | Celso Borges | Keylor Navas | Joel Campbell,,,Rectified programmatically
44725,Switzerland,medium,Who captained Switzerland in their 2022 World Cup group stage?,Granit Xhaka,Granit Xhaka | Xherdan Shaqiri | Yann Sommer | Manuel Akanji,,,Rectified programmatically
20533,Denmark,easy,Who did Denmark beat 2-1 in the Euro 2020 quarter-final?,Czech Republic,Czech Republic | Switzerland | Croatia | Sweden,,,Rectified programmatically
4245,Austria,easy,Who is a key attacker for Austria at the 2026 FIFA World Cup?,Christoph Baumgartner,Christoph Baumgartner | Marcel Sabitzer | David Alaba | Marko Arnautović,,,Rectified programmatically
12355,Canada,easy,Who is Canada's key midfield creator for the 2026 World Cup?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
39290,Mexico,easy,Who is Mexico's primary striker for the 2026 World Cup cycle?,Santiago Giménez,Santiago Giménez | Raúl Jiménez | Hirving Lozano | Edson Álvarez,,,Rectified programmatically
46488,USA,easy,Who is the captain and star of the USA's 2026 FIFA World Cup squad?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Gio Reyna,,,Rectified programmatically
31632,Iran,easy,Who is the Iran manager for the 2026 World Cup cycle?,Amir Ghalenoei,Amir Ghalenoei | Marc Wilmots | Dragan Skočić | Carlos Queiroz,,,Rectified programmatically
17437,Côte d'Ivoire,easy,Who is the key striker for Côte d'Ivoire at the 2026 World Cup?,Sébastien Haller,Sébastien Haller | Nicolas Pépé | Wilfried Zaha | Jean-Philippe Krasso,,,Rectified programmatically
12359,Canada,easy,Who is the star captain of Canada's 2026 World Cup squad?,Alphonso Davies,Alphonso Davies | Jonathan David | Cyle Larin | Stephen Eustáquio,,,Rectified programmatically
46489,USA,easy,Who is the USA captain for the 2026 World Cup?,Christian Pulisic,Christian Pulisic | Weston McKennie | Tyler Adams | Gio Reyna,,,Rectified programmatically
21476,DR Congo,easy,Who led DR Congo at 2026 FIFA World Cup?,Unknown Coach,Unknown Coach | Hugo Broos | Paul Put | Florent Ibengé,,,Rectified programmatically
21479,DR Congo,easy,Who led DR Congo to 2023 AFCON quarter-finals?,No Data,No Data | Florent Ibengé | Héctor Cúper | Michel Dussuyer,,,Rectified programmatically
