category_id,country,question,answer,options,difficulty,explanation
12,Iraq,Why did Iraq's 2023 Gulf Cup hosting mark a significant football return?,First major tournament at,"[""First major tournament at home"", ""First World Cup qualification"", ""First Asian Cup victory"", ""First tournament after sanctions""]",easy,Hosting the 2023 Gulf Cup in Basra was significant because it marked Iraq's return as a host for a major football tournament after a long period.
12,Iraq,Why did Iraq's 2026 World Cup qualifier squad perform strongly?,Iraqi Premier and Gulf,"[""Iraqi Premier and Gulf leagues"", ""Saudi Pro and Qatari leagues"", ""European and Turkish leagues"", ""Egyptian and Moroccan leagues""]",easy,Iraq's squad features players from the Iraqi Premier League and Gulf leagues.
12,Iraq,Why did Iraq's attack improve for 2026 World Cup qualifiers?,Mohanad Ali's Saudi Pro,"[""Mohanad Ali's Saudi Pro League form"", ""Ali Adnan's Turkish S\u00fcper Lig form"", ""Aymen Hussein's Iraqi Premier League form"", ""Jiloan Hamad's Swedish Allsvenskan form""]",easy,Mohanad Ali is the key attacker for Iraq and plays in the Saudi Pro League.
12,Iraq,Why did Iraq's youth football development improve before the 2026 World Cup?,Rebuilt football infrastructure,"[""Hired foreign coaches"", ""Increased league funding"", ""Expanded scouting network""]",easy,The verified data states Iraq's youth development improved specifically with the rebuilding of football infrastructure.
12,Italy,Why did Italian manager Roberto Mancini resign in 2023?,To take Saudi Arabia,"[""To take Saudi Arabia job"", ""To take USA job"", ""To take Canada job"", ""To take Egypt job""]",easy,Mancini controversially resigned from the Italy job to become the manager of Saudi Arabia.
12,Italy,Why did Italy fall to 21st in FIFA rankings in 2018?,Failed to qualify for,"[""Failed to qualify for World Cup"", ""Lost Euro 2020 final"", ""Lost to Sweden in playoffs"", ""Lost to North Macedonia""]",medium,Italy's ranking dropped after failing to qualify for the 2018 FIFA World Cup.
12,Italy,Why did Italy host a 2026 World Cup qualifier at Allianz Stadium in Turin?,Host matches across multiple,"[""Host matches across multiple venues"", ""Larger capacity than San Siro"", ""Only stadium with a roof"", ""To honor a former captain""]",easy,The Italian national team plays its home matches across multiple venues as per federation policy.
12,Italy,Why did Italy host a 2026 World Cup qualifier at Juventus Stadium?,Italy plays at multiple,"[""Italy plays at multiple venues"", ""It is their largest stadium"", ""It is their national training centre"", ""It is their only UEFA-approved venue""]",easy,The reference data states Italy play home matches across multiple venues.
12,Italy,"Why did Italy host a 2026 World Cup qualifier at the 75,923-seat San Siro?",It is their iconic,"[""It is their iconic venue."", ""It is their largest stadium."", ""It is their newest stadium."", ""It is their national stadium.""]",easy,The San Siro (Stadio Giuseppe Meazza) is described as Italy's iconic venue in the reference data.
12,Italy,Why did Italy host a 2026 World Cup qualifier at the Allianz Stadium in Turin?,Italy plays across multiple,"[""Italy plays across multiple venues"", ""It is their largest stadium"", ""It is their national training centre"", ""They only play in Rome""]",easy,The reference data states Italy plays home matches across multiple venues including Turin.
12,Italy,Why did Italy miss two consecutive World Cups after 2018?,Lost to Sweden and,"[""Lost to Sweden and North Macedonia"", ""Lost to Portugal and Spain"", ""Lost to Croatia and Serbia"", ""Lost to England and Germany""]",easy,Italy failed to qualify for the 2018 World Cup by losing to Sweden in a playoff and for the 2022 World Cup by losing to North Macedonia in a playoff.
12,Italy,Why did Italy play their Euro 2020 opener at Stadio Olimpico?,It was a host,"[""It was a host venue"", ""It was the final venue"", ""It was the largest venue"", ""It was the only venue""]",easy,Stadio Olimpico in Rome was a selected host venue for Euro 2020.
12,Italy,"Why did Italy use Rome, Milan, Turin, and Naples for 2026 World Cup qualifiers?",Play home matches across,"[""Play home matches across venues"", ""Hosted Euro 2020 final"", ""Due to stadium renovations"", ""To honor past captains""]",easy,Italy's national team policy is to play home matches across multiple venues in different cities.
12,Italy,Why did Italy's 2010 World Cup title defense fail so badly?,Failed to win a,"[""Failed to win a match"", ""Failed to score a goal"", ""Finished last in group"", ""Lost all three games""]",easy,Italy was eliminated in the group stage after failing to win any of their three matches.
12,Italy,Why did Italy's 2026 World Cup qualifier at San Siro draw a huge crowd?,Its iconic status and,"[""Its iconic status and capacity"", ""Its modern roof and facilities"", ""Its central location in Rome"", ""Its historical hosting of finals""]",easy,"San Siro is Italy's iconic venue with a large capacity of approximately 75,923."
12,Italy,Why did Italy's 2026 World Cup qualifiers use multiple stadiums?,To play across the,"[""To play across the country"", ""To increase match attendance"", ""To host UEFA Nations League"", ""To prepare for Euro 2028""]",easy,The reference fact states Italy's 2026 World Cup qualifiers have been played at multiple venues across the country.
12,Jamaica,Why did Jamaica host its 2022 World Cup qualifiers at Independence Park?,It is their primary,"[""It is their primary venue"", ""It is their largest stadium"", ""It is their newest stadium"", ""It is their national stadium""]",easy,Independence Park is Jamaica's primary national football venue.
12,Jamaica,Why did Jamaica use Independence Park for 2022 World Cup qualifiers?,It is their primary,"[""It is their primary venue"", ""It has the largest capacity"", ""It is their newest stadium"", ""It is their only stadium""]",easy,Independence Park is Jamaica's primary national football venue.
12,Jamaica,Why did Jamaica's 2022 World Cup campaign receive less domestic attention?,Competition from athletics and,"[""Competition from athletics and cricket"", ""Lack of star players"", ""Poor qualifying results"", ""Focus on domestic league""]",easy,"In Jamaica, football must compete with the popularity of athletics and cricket for national sporting attention."
12,Jamaica,Why did Jamaica's 2022 World Cup qualifier vs Mexico use Independence Park?,It is Jamaica's primary,"[""It is Jamaica's primary venue"", ""It is Mexico's preferred venue"", ""It is a neutral venue location"", ""It is the largest Caribbean venue""]",easy,Independence Park in Kingston is Jamaica's primary national stadium.
12,Japan,Why did Japan exit the 2015 Asian Cup quarter-finals?,Lost to UAE on,"[""Lost to UAE on penalties"", ""Lost to Iran on penalties"", ""Lost to South Korea on penalties"", ""Lost to Australia on penalties""]",easy,Japan lost the 2015 Asian Cup quarter-final match to the United Arab Emirates in a penalty shootout.
12,Japan,Why did Japan fans clean stadiums after 2022 World Cup matches?,To show respect and,"[""To show respect and inspiration"", ""To protest ticket prices"", ""To demand better seating"", ""To celebrate team victories""]",easy,Japanese fans performed this act to show respect and became a global inspiration.
12,Japan,Why did Japan qualify for both the 2022 and 2026 World Cups?,Hajime Moriyasu coached,"[""Aliou Ciss\u00e9 coached"", ""Carlos Queiroz coached"", ""Roberto Mart\u00ednez coached""]",easy,"Japan qualified under the management of Hajime Moriyasu, as stated in the verified data."
12,Japan,Why did Japan's 2022 World Cup squad have a record European contingent?,More players in European,"[""More players in European leagues"", ""Stronger domestic J-League"", ""FIFA rule changes"", ""Better youth scouting""]",easy,The squad featured a record number of players based in European leagues.
12,Japan,Why did Japan's 2022 World Cup squad set a new record?,Most players in European,"[""Most players in European leagues"", ""Most players in Asian leagues"", ""Most players in MLS"", ""Most players over age 30""]",easy,The squad featured a record number of players based in European leagues.
12,Jordan,Why did Jordan beat South Korea 2-0 in the 2023 Asian Cup semi-final?,Their defensive organization,"[""Their attacking pace"", ""Their set-piece tactics"", ""Their high pressing""]",easy,The verified data states Jordan's defensive organization was key to their 2023 Asian Cup run.
12,Jordan,Why did Jordan host 2022 World Cup qualifiers at Amman International Stadium?,It is the primary,"[""It is the primary venue"", ""It has the largest capacity"", ""It is the newest stadium"", ""It is the national stadium""]",easy,"Amman International Stadium is Jordan's primary football venue, as verified in the reference data."
12,Jordan,Why did Jordan host smoother FIFA World Cup qualifiers in the 2020s?,Improved football infrastructure investments,"[""Hired a foreign coach"", ""Joined a stronger confederation"", ""Increased player salaries""]",easy,The verified data states Jordan's investment in infrastructure enabled smoother hosting of matches.
12,Jordan,Why did Jordan host their 2022 FIFA World Cup qualifier at Amman International Stadium?,It is the primary,"[""It is the primary venue"", ""It has the largest capacity"", ""It is the newest stadium"", ""It is the national stadium""]",easy,Amman International Stadium is Jordan's primary football venue.
12,Jordan,Why did Jordan improve its football infrastructure for World Cup qualifiers?,Invested in stadiums,"[""Hired foreign coaches"", ""Improved youth academies"", ""Enhanced training facilities""]",easy,The reference data states Jordan has invested in improving football infrastructure.
12,Jordan,Why did Jordan miss the 2014 World Cup despite a strong qualifying run?,Lost to Uruguay in,"[""Lost to Uruguay in playoff"", ""Lost to Australia in playoff"", ""Lost to Mexico in playoff"", ""Lost to Costa Rica in playoff""]",easy,Jordan's qualification bid ended with a playoff defeat to Uruguay.
12,Jordan,Why did Jordan miss the 2018 World Cup after a close Asian qualifying run?,Fell short in Asian,"[""Fell short in Asian qualifying"", ""Lost an intercontinental playoff"", ""Failed in the group stage"", ""Finished behind Australia""]",easy,The verified fact states Jordan fell short in the Asian qualifying rounds for the 2018 World Cup.
12,Jordan,Why did Jordan not reach the 2018 and 2022 World Cups?,Failed in qualification,"[""Lost in intercontinental playoff"", ""Withdrew from qualification"", ""Were disqualified by FIFA""]",easy,The verified data states Jordan failed to qualify for both the 2018 and 2022 tournaments.
12,Jordan,Why did Jordan reach the 2023 Asian Cup final as underdogs?,Defensive organization was key,"[""Superior individual talent"", ""High-scoring attacking style"", ""Home advantage in Qatar""]",easy,The verified data states Jordan's defensive organization was key to their 2023 Asian Cup run.
12,Jordan,Why did Jordan stun South Korea 2-0 in the 2023 Asian Cup semi-final?,Defensive organization was key,"[""Superior individual skill"", ""Home advantage"", ""South Korea's red card""]",easy,The reference data states Jordan's defensive organization was key to their 2023 Asian Cup run.
12,Jordan,Why did Jordan use Amman International Stadium for 2022 World Cup qualifiers?,It is the primary,"[""It is the primary venue"", ""It is the newest stadium"", ""It has the largest capacity"", ""It is the most historic""]",easy,Amman International Stadium is Jordan's primary national football venue.
12,Jordan,Why did Jordan's 2026 World Cup feat surpass their 2023 Asian Cup final?,Qualified for World Cup,"[""Reached Asian final"", ""Beat South Korea"", ""Won a trophy""]",easy,The reference data states qualifying for the 2026 World Cup surpassed the 2023 Asian Cup final as their greatest achievement.
12,Jordan,Why did Jordan's 2026 World Cup qualification surpass their 2023 Asian Cup final?,It was a greater,"[""It was a greater achievement"", ""They won the Asian Cup"", ""They beat a stronger team"", ""They qualified automatically""]",medium,Qualifying for the 2026 World Cup was considered a greater achievement than reaching the 2023 Asian Cup final.
12,Jordan,Why did Jordan's coach start Mousa Al-Taamari in their 2026 World Cup qualifiers?,His European-level quality,"[""His domestic league form"", ""His experience as captain"", ""His defensive versatility""]",easy,"The verified fact states Mousa Al-Taamari provides European-level quality, which is a key tactical asset."
12,Jordan,Why did Jordan's FIFA World Cup qualifying chances strengthen by 2024?,Improved football infrastructure,"[""More domestic league talent"", ""A new head coach"", ""Better youth scouting""]",easy,The reference data states that Jordan has invested in improving its football infrastructure.
12,Jordan,Why did Jordan's football facilities improve for World Cup qualifiers?,Invested in infrastructure,"[""Hired foreign coaches"", ""Found new sponsors"", ""Built youth academies""]",easy,The correct answer is directly stated in the verified reference data.
12,Mexico,Why did Mexico hold the Gold Cup record by 2019?,They had won eight,"[""They had won eight titles"", ""They had won five titles"", ""They had won seven titles"", ""They had won six titles""]",easy,"Mexico had won the most CONCACAF Gold Cup titles, with eight, as of 2019."
12,Mexico,Why did Mexico need a playoff to qualify for the 2014 World Cup?,They nearly failed in,"[""They nearly failed in qualifying"", ""They lost the CONCACAF final"", ""They finished third in CONCACAF"", ""They had a points deduction""]",easy,Mexico's 2014 qualifying campaign was so poor they required an intercontinental playoff against New Zealand.
12,Mexico,Why did Mexico qualify for the 2026 World Cup?,As co-hosts,"[""Via inter-confederation playoffs"", ""By winning the CONCACAF Nations League"", ""As defending champions   <- rebuild distractors to all share the answer's type/format""]",easy,Mexico qualified automatically as a co-host of the 2026 tournament.
12,Mexico,Why did Mexico's 2014 World Cup qualifying require a playoff?,They nearly failed to,"[""They nearly failed to qualify"", ""They won the Gold Cup"", ""They finished first in CONCACAF"", ""They lost a key qualifier""]",easy,"Mexico's 2014 qualifying campaign nearly failed, forcing them into an intercontinental playoff."
12,Mexico,Why did Mexico's 2022 World Cup exit break their 'quinto partido' curse?,Failed to reach round,"[""Failed to reach round of 16"", ""Lost in the quarter-finals"", ""Lost in the round of 16"", ""Lost in the final""]",medium,"The curse was failing to advance past the round of 16, but in 2022 they were eliminated in the group stage."
12,Morocco,Why did Morocco host the 2013 FIFA Club World Cup?,They were the designated,"[""They were the designated hosts"", ""They won the bid"", ""They were automatic hosts"", ""They replaced South Africa""]",easy,Morocco was the pre-selected host nation for the 2013 FIFA Club World Cup.
12,New Zealand,Why did New Zealand draw with Paraguay and Slovakia at the 2010 World Cup in South Africa?,They earned draws,"[""They won both"", ""They lost both"", ""They forfeited both""]",easy,The verified fact states New Zealand drew with both Paraguay and Slovakia at the 2010 tournament.
12,New Zealand,Why did New Zealand finish third in their 2010 World Cup group?,Drew with Paraguay and,"[""Drew with Paraguay and Slovakia"", ""Beat Italy and Paraguay"", ""Lost to Italy and Slovakia"", ""Beat Slovakia and drew Italy""]",easy,"New Zealand drew all three group games, including against Paraguay and Slovakia."
12,New Zealand,Why did New Zealand's 2022 World Cup qualifying squad rely on domestic players?,Few European-based players available,"[""Manager preferred local tactics"", ""Travel restrictions prevented call-ups"", ""Injuries to key stars""]",easy,The verified fact states New Zealand's squad is predominantly domestic-based with only a few European players.
12,Nigeria,Why did Nigeria fail to qualify for the 2022 FIFA World Cup?,Lost to Ghana on,"[""Lost to Ghana on away goals"", ""Lost to Senegal on penalties"", ""Lost to Algeria on aggregate"", ""Lost to Egypt on head-to-head""]",easy,Nigeria was eliminated by Ghana in the African playoff via the away goals rule.
12,Nigeria,Why did Nigeria have the youngest squad at the 2018 FIFA World Cup?,They selected many young,"[""They selected many young players"", ""They had many injuries"", ""They used veteran players"", ""They had a late call-up""]",easy,Nigeria's squad for the 2018 tournament had the youngest average age of all participating teams.
12,Paraguay,Why did Paraguay advance past Japan in the 2010 World Cup round of 16?,Won on penalties,"[""Scored in extra time"", ""Won by forfeit"", ""Japan withdrew""]",easy,The reference data states Paraguay beat Japan on penalties in that match.
12,Paraguay,Why did Paraguay host a 2010 World Cup qualifier at Estadio Defensores del Chaco?,It is their primary,"[""It is their primary venue."", ""It was a neutral site."", ""Their main stadium was closed."", ""To gain a home advantage.""]",easy,Estadio Defensores del Chaco is Paraguay's primary national stadium.
12,Paraguay,Why did Paraguay host their 2022 World Cup qualifiers at Estadio Defensores del Chaco?,It is their primary,"[""It is their primary venue."", ""It has the largest capacity."", ""It is a FIFA-approved stadium."", ""It is their national training base.""]",easy,Estadio Defensores del Chaco is Paraguay's primary national stadium.
12,Senegal,Why did Senegal fail to qualify for the 2010 World Cup?,Failed in CAF qualification,"[""Lost in play-offs"", ""Disqualified by FIFA"", ""Failed in group stage""]",easy,The reference data states Senegal failed to qualify for the 2010 World Cup through the CAF qualification process.
12,Senegal,Why did Senegal open the new Stade Abdoulaye Wade in 2022?,It is the new,"[""It is the new national stadium."", ""To host the AFCON."", ""To replace a smaller venue."", ""For the 2026 World Cup qualifiers.""]",easy,The Stade Abdoulaye Wade opened in 2022 as Senegal's new national stadium.
12,Senegal,Why did Senegal use Stade Léopold Sédar Senghor for 2018 World Cup qualifiers?,It was the primary,"[""It was the primary venue"", ""It had the largest capacity"", ""It was the newest stadium"", ""It was the only approved venue""]",easy,The Stade Léopold Sédar Senghor was Senegal's previous primary national stadium before 2022.
12,Senegal,Why did Senegal's 2022 World Cup qualifiers move from Stade Léopold Sédar Senghor?,New Stade Abdoulaye Wade,"[""New Stade Abdoulaye Wade opened"", ""Stade de l'Amiti\u00e9 renovation"", ""Stade Lat-Dior construction"", ""Stade Caroline Faye expansion""]",easy,"The new Stade Abdoulaye Wade opened in 2022, replacing the older stadium."
12,Senegal,Why did Senegal's new national stadium open in 2022 for World Cup qualifiers?,To host qualifiers in,"[""To host qualifiers in a modern venue"", ""To replace an outdated training facility"", ""To increase seating for the Africa Cup"", ""To centralize the national team's base""]",easy,"The new Stade Abdoulaye Wade was opened in 2022 as a modern venue to host matches, including World Cup qualifiers."
12,Côte d'Ivoire,Why did the 2022 Côte d'Ivoire World Cup squad possess significant European experience?,Players from top European,"[""Players from top European leagues"", ""Strong domestic league development"", ""Focus on youth academy products"", ""Recruitment of South American stars""]",easy,The squad's European experience came from selecting players based in top European leagues.
12,Cabo Verde,Why did the 2026 FIFA World Cup qualifier in Cabo Verde have an intimate atmosphere?,"Small 15,000-seat stadium","[""Small 5,000-seat stadium"", ""Tiny 10,000-seat arena"", ""Compact 8,000-seat ground""]",medium,"The intimate atmosphere was due to the small capacity of their primary venue, Estádio Nacional."
12,Cabo Verde,Why did the 2026 World Cup qualifier in Praia have a limited attendance?,Small stadium capacity,"[""High ticket prices"", ""Security restrictions"", ""Bad weather conditions""]",easy,"The Estádio Nacional in Praia, Cabo Verde's primary venue, has a capacity of only about 15,000."
12,Côte d'Ivoire,Why did the Côte d'Ivoire team win the 2023 Africa Cup of Nations?,They were the hosts,"[""They beat Ghana"", ""They had a star striker"", ""They won every game""]",easy,The correct answer is directly stated in the verified fact: Côte d'Ivoire won the 2023 AFCON as hosts.
12,Netherlands,Why did the Netherlands beat Spain 5-1 at the 2014 World Cup?,To avenge 2010 final,"[""To avenge 2010 final defeat"", ""To win their group early"", ""To secure a quarter-final spot"", ""To qualify for the next round""]",hard,The 5-1 victory was specifically to avenge their loss to Spain in the 2010 final.
12,Netherlands,Why did the Netherlands qualify for the 2010 FIFA World Cup?,Won their UEFA qualifying,"[""Won their UEFA qualifying group"", ""Won UEFA play-off"", ""Finished second group"", ""Won inter-confederation play-off""]",easy,The Netherlands qualified by winning their UEFA qualifying group for the 2010 tournament.
12,Netherlands,Why did the Netherlands train at the KNVB Campus before the 2014 World Cup?,It is their national,"[""It is their national football centre"", ""It is their main stadium"", ""It is their training base"", ""It is their team hotel""]",easy,The KNVB Campus in Zeist is the designated national football centre for the Netherlands.
12,Netherlands,Why did the Netherlands win all their Euro 2020 group matches?,They had a 100%,"[""They had a 100% record"", ""They topped Group C"", ""They won Group D"", ""They won Group F""]",medium,The Netherlands won all three group matches at Euro 2020 with a 100% record.
12,USA,Why did the USA qualify for the 2022 FIFA World Cup?,Finished 3rd in CONCACAF,"[""Finished 3rd in CONCACAF qualifying"", ""Won the CONCACAF Nations League"", ""Won their CONCACAF qualifying group"", ""Finished 2nd in CONCACAF qualifying""]",easy,The USA secured their place at the 2022 tournament by finishing third in the final CONCACAF qualification standings.
12,Tunisia,Why did Tunisia host a 2018 World Cup qualifier at Stade Olympique de Radès?,It is the primary,"[""It is the primary venue."", ""It had the largest capacity."", ""It was a neutral site."", ""It was a new stadium.""]",easy,Stade Olympique de Radès is Tunisia's primary national stadium.
12,Tunisia,Why did Tunisia qualify for the 2022 FIFA World Cup?,They won their CAF,"[""They won their CAF group"", ""They won a CAF playoff"", ""They received a wildcard"", ""They were host nation""]",easy,Tunisia qualified for their sixth World Cup by winning their CAF third-round qualifying group.
12,Tunisia,Why did Tunisia's 2018 World Cup coach select several Espérance de Tunis players?,They were CAF Champions,"[""They were CAF Champions League winners"", ""They were top Ligue 1 scorers"", ""They were AFCON 2004 champions"", ""They were domestic cup winners""]",easy,Espérance de Tunis players had proven their quality by winning the CAF Champions League multiple times.
12,Tunisia,Why did Tunisia's 2022 World Cup squad have a balanced profile?,Mix of European and,"[""Mix of European and domestic players"", ""Mix of veterans and youth"", ""Mix of forwards and defenders"", ""Mix of African and Arab players""]",easy,Tunisia's squad was balanced because it featured a mix of European-based and domestic players.
12,Tunisia,Why did Tunisia's 2022 World Cup squad have a varied player base?,Mix of European and,"[""Mix of European and domestic players"", ""Mix of Asian and African players"", ""Mix of South American and European players"", ""Mix of domestic and MLS players""]",easy,The squad was selected from both players based in European leagues and those playing in Tunisia's domestic league.
12,Tunisia,Why did Tunisia's 2022 World Cup squad include both foreign and local players?,Mix of European and,"[""Mix of European and domestic"", ""All players from Europe"", ""Only domestic league players"", ""Mostly South American based""]",easy,Tunisia's squad for the 2022 tournament featured a combination of European-based and domestic players.
12,Tunisia,Why did Tunisia's Espérance de Tunis succeed in the CAF Champions League?,Won the tournament multiple,"[""Won the tournament multiple times"", ""Reached the final once"", ""Had star foreign players"", ""Won domestic league titles""]",easy,Espérance de Tunis's success is defined by winning the CAF Champions League on multiple occasions.
12,USA,Why did US Soccer restructure after the 2018 FIFA World Cup?,Failed to qualify,"[""Group stage exit"", ""Poor performance"", ""Coaching changes""]",easy,"The USA failed to qualify for the 2018 World Cup, prompting a complete restructuring of US Soccer."
12,USA,Why did US Soccer undergo a major restructuring after 2018?,Failed to qualify,"[""Lost in the final"", ""Had a poor group stage"", ""Suffered financial issues""]",easy,The restructuring was a direct result of the USA failing to qualify for the 2018 FIFA World Cup.
12,Australia,Why do Australian World Cup players often come from A-League clubs?,It's the top domestic,"[""It's the top domestic league"", ""It's the oldest league"", ""It has the most teams"", ""It's the richest league""]",easy,The A-League is Australia's top domestic football competition.
12,Cabo Verde,Why do Cabo Verde compete against other West African nations?,In AFCON and qualifying,"[""In World Cup qualifiers"", ""In friendly tournaments"", ""In regional cup finals""]",easy,The verified data states Cabo Verde compete against other West African nations in AFCON and its qualifying matches.
12,Chile,Why do Chile play their FIFA World Cup qualifiers at Estadio Nacional?,It is their primary,"[""It is their primary venue."", ""It has the largest capacity."", ""It is a FIFA requirement."", ""It is the newest stadium.""]",easy,Estadio Nacional is Chile's designated primary home stadium.
12,England,Why do England host their World Cup qualifiers at Wembley Stadium?,It is their home,"[""It is their home ground."", ""It is neutral ground."", ""It is UEFA's designated venue."", ""It is the largest stadium.""]",easy,Wembley Stadium is England's designated home ground for all major tournament qualifiers.
12,Cabo Verde,Why do many Cabo Verde players compete for their 2026 World Cup squad?,Born or raised in,"[""Born or raised in Portugal"", ""Born or raised in France"", ""Born or raised in Spain"", ""Born or raised in the Netherlands""]",easy,"The Cabo Verde squad draws heavily from its diaspora, with many players born or raised in Portugal."
12,Netherlands,Why do Netherlands World Cup squads often include many young players from top European clubs?,Eredivisie is a development,"[""Eredivisie is a development league"", ""Strong domestic league rules"", ""National team youth focus"", ""Mandatory homegrown quotas""]",easy,"The Eredivisie's role as a development league produces talent for top European clubs, who then supply the national team."
12,Argentina,"Why does Argentina's 84,567-capacity Estadio Monumental host major World Cup qualifiers?",It is the primary,"[""It is the primary home venue."", ""It is the newest stadium."", ""It has the best pitch."", ""It is the most historic.""]",easy,"Estadio Monumental is Argentina's primary home venue, which is why it hosts major matches."
12,Australia,Why does Australian football face intense competition for national sporting attention?,"Competes with AFL, rugby,","[""Competes with AFL, rugby, cricket"", ""Competes with rugby,  tennis,  swimming"", ""Competes with rugby, cricket, basketball"", ""netball, tennis""]",easy,"Football in Australia directly competes for fans and media coverage with Australian Rules Football (AFL), rugby, and cricket."
12,Austria,Why does Austria host their key World Cup qualifiers at Ernst-Happel-Stadion?,It is the national,"[""It is the national stadium"", ""It has the largest capacity"", ""It is in their capital"", ""It is a UEFA category 4 venue""]",easy,The Ernst-Happel-Stadion is designated as Austria's national stadium.
12,Cabo Verde,Why does Cabo Verde's 2026 World Cup squad include many players born abroad?,Raised in Portugal,"[""Born in France"", ""Developed in Brazil"", ""Trained in Spain""]",easy,The verified data states many Cabo Verde players were born or raised in Portugal.
12,Cabo Verde,Why does Cabo Verde's 2026 World Cup squad rely on players from Portugal?,Strong diaspora and league,"[""Strong diaspora and league ties"", ""Colonial history with France"", ""Proximity to Senegal"", ""Youth academy partnerships""]",easy,Their squad draws heavily from the Portuguese league and diaspora in Portugal.
12,Cameroon,Why does Cameroon hold the African record for World Cup qualifications?,Eight World Cup qualifications,"[""Six World Cup qualifications"", ""Seven World Cup qualifications"", ""Nine World Cup qualifications""]",medium,"Cameroon has qualified for eight FIFA World Cups, more than any other African nation."
12,Chile,Why does Chile host its 2026 World Cup qualifiers at Estadio Nacional?,It is their primary,"[""It is their primary venue"", ""It is their largest stadium"", ""It is their newest stadium"", ""It is their only stadium""]",easy,Chile plays home qualifiers at Estadio Nacional because it is the nation's primary venue.
12,Chile,Why does Chile host World Cup qualifiers at the Estadio Nacional?,It is their primary,"[""It is their primary venue."", ""It is their largest stadium."", ""It is in their capital city."", ""It has the best pitch.""]",easy,The Estadio Nacional is Chile's primary national stadium.
12,Chile,Why does Chile use Estadio Nacional for FIFA World Cup qualifiers?,It is their primary,"[""It is their primary venue"", ""It is their largest stadium"", ""It is their newest stadium"", ""It is their most historic stadium""]",easy,Chile uses Estadio Nacional for qualifiers because it is the nation's primary football venue.
12,Chile,Why does Chile's Estadio Nacional host World Cup qualifiers?,It is the primary,"[""It is the primary venue"", ""It has the largest capacity"", ""It is the most modern"", ""It is the most historic""]",easy,"The Estadio Nacional is Chile's primary stadium, which is why it hosts home qualifiers."
12,Colombia,Why does Colombia host most World Cup qualifiers at Estadio Metropolitano?,It is their primary,"[""It is their primary home venue"", ""It has the highest altitude"", ""It is the federation headquarters"", ""It is the newest stadium""]",easy,Estadio Metropolitano Roberto Meléndez in Barranquilla is Colombia's designated primary home venue for World Cup qualifiers.
12,Colombia,Why does Colombia use Estadio Metropolitano for World Cup qualifiers?,It is the primary,"[""It is the primary home venue"", ""It has the highest altitude"", ""It is the federation headquarters"", ""It has the largest capacity""]",easy,The Estadio Metropolitano is designated as Colombia's primary home venue for World Cup qualifiers.
12,Colombia,Why does Colombia's 2026 World Cup squad have a varied player base?,Mix of European and,"[""Mix of European and South American clubs"", ""All players based in Europe"", ""All players based in South America"", ""Mix of Asian and African clubs""]",easy,The squad includes players from clubs in both Europe and South America.
12,Croatia,Why does Croatia's football system punch above its weight?,Produces world-class talent,"[""Large player population"", ""High domestic league revenue"", ""Major football federation funding""]",easy,The reference data states Croatia's system punches above its weight by producing world-class talent from a small population.
12,DR Congo,Why does DR Congo host key World Cup qualifiers at Stade des Martyrs?,It is the primary,"[""It is the primary venue"", ""It is the largest venue"", ""It is the safest venue"", ""It is the newest venue""]",easy,Stade des Martyrs is designated as the primary venue for the national team.
12,DR Congo,Why does DR Congo's 2026 World Cup squad have a diverse European club base?,"Players from Ligue 1,","[""Players from Ligue 1, Premier League"", ""Players from La Liga,  Serie A"", ""Players from Bundesliga, Eredivisie"", ""Players from MLS, Saudi Pro League""]",medium,"The squad's diversity comes from players based in Ligue 1, the Premier League, and other European leagues."
12,Ecuador,Why does Ecuador's high-altitude Quito stadium aid their FIFA World Cup qualification?,"Its 2,850m altitude","[""Its 3, 600m altitude"", ""Its 2,400m altitude"", ""Its 3,100m altitude""]",medium,"Estadio Rodrigo Paz Delgado's high altitude of 2,850 meters above sea level gives Ecuador a significant home advantage."
12,Egypt,Why does Egypt hold the AFCON wins record?,They have won it,"[""They have won it seven times"", ""They have won it five times"", ""They have won it six times"", ""They have won it eight times""]",easy,Egypt has won the Africa Cup of Nations tournament a record seven times.
12,Egypt,Why does Egypt hold the record for most AFCON titles?,They have won it,"[""They have won it seven times."", ""They have won it five times."", ""They have won it six times."", ""They have won it eight times.""]",easy,Egypt's record seven tournament victories is the reason for their status.
12,England,Why does England host its FIFA World Cup qualifiers at Wembley Stadium?,It is their home,"[""It is their home ground."", ""It is the cheapest venue."", ""It has the best pitch."", ""It is closest to London.""]",easy,Wembley Stadium is England's designated home ground for all major tournament qualifiers.
12,England,Why does England use Wembley for FIFA World Cup qualifiers?,It is their home,"[""It is their home ground."", ""It is their largest stadium."", ""It is their designated venue."", ""It is their historic stadium.""]",easy,Wembley Stadium is England's designated home ground for all major tournament qualifiers since its reopening.
12,England,Why does England's 2022 World Cup squad feature many Premier League players?,It is the richest,"[""It is the richest league"", ""It has the most teams"", ""It has the oldest clubs"", ""It uses VAR technology""]",easy,The Premier League's status as the world's richest league attracts and develops top talent.
12,England,Why does England's national team play its home World Cup qualifiers at Wembley?,It is England's home,"[""It is England's home ground."", ""It is UEFA's designated venue."", ""It is FIFA's mandated stadium."", ""It is the UK's national stadium.""]",easy,Wembley Stadium in London is England's designated home ground.
