cluster,country,question,answer
1728,Italy,Which Italian club ended Juventus' Serie A run in 2021?,Inter Milan
1729,Italy,Which team eliminated Italy from the 2022 World Cup playoffs?,North Macedonia
1729,Italy,Which team eliminated Italy from the 2022 World Cup qualifiers?,North Macedonia
1730,Italy,Which nation eliminated Italy in the 2018 World Cup playoffs?,Sweden
1730,Italy,Which team eliminated Italy in the 2018 World Cup playoffs?,Sweden
1731,Italy,Which Italy manager oversaw a perfect 10-win Euro 2020 qualifying campaign?,Roberto Mancini
1731,Italy,Which Italy manager oversaw their perfect 10-win Euro 2020 qualifying campaign?,Roberto Mancini
1732,Italy,Which Italian defender was 34 when scoring in the Euro 2020 final?,Leonardo Bonucci
1732,Italy,Which Italy defender was 34 when scoring in the Euro 2020 final?,Leonardo Bonucci
1733,Italy,Which Italian club ended Juventus' nine-year title run in 2021?,Inter Milan
1733,Italy,Which Italian club ended Juventus' title run in 2021?,Inter Milan
1734,Italy,Which Italian player scored both goals in the Euro 2012 semi-final?,Mario Balotelli
1734,Italy,Which Italian player scored two goals in the Euro 2012 semi-final?,Mario Balotelli
1735,Italy,Which Italian manager was appointed in September 2023 before Euro 2024?,Luciano Spalletti
1735,Italy,Which Italy manager was appointed in September 2023 before Euro 2024?,Luciano Spalletti
1736,Italy,Which round did Italy reach at Euro 2016 under Antonio Conte?,Quarter-finals
1736,Italy,Which stage did Italy reach under Antonio Conte at Euro 2016?,Quarter-finals
1737,Italy,At which stadium did Italy lose their 2018 World Cup playoff to Sweden?,San Siro
1737,Italy,At which stadium did Italy lose their 2018 World Cup playoff?,San Siro
1738,Italy,Which two Italian defenders retired after the 2022 World Cup cycle?,Bonucci and Chiellini
1738,Italy,Which two Italy defenders retired after the 2022 World Cup cycle?,Bonucci and Chiellini
1739,Italy,In which Euro semi-final did Italy's Mario Balotelli score a brace against Germany?,Euro 2012
1739,Italy,In which Euro tournament did Italy's Mario Balotelli score a brace against Germany?,Euro 2012
1740,Italy,Which Italian midfielder missed Euro 2024 due to a betting ban?,Sandro Tonali
1740,Italy,Which Italy midfielder missed Euro 2024 due to a betting ban?,Sandro Tonali
1741,Italy,In which year did Italy lose 1-0 to North Macedonia in a World Cup playoff?,2022
1741,Italy,When did Italy lose 1-0 to North Macedonia in a World Cup playoff?,2022
1742,Jamaica,Which Jamaican forward for Fulham played in the 2022 World Cup qualifiers?,Bobby Decordova-Reid
1742,Jamaica,Which Jamaican forward for the 2022 FIFA World Cup qualifiers played for Fulham?,Bobby Decordova-Reid
1743,Jamaica,Which Jamaica star winger plays for Aston Villa in 2024?,Leon Bailey
1743,Jamaica,Which Jamaican star winger plays for Aston Villa in 2024?,Leon Bailey
1743,Jamaica,Which Jamaican star winger started for Aston Villa in 2024?,Leon Bailey
1744,Jamaica,Which Jamaican domestic football competition is the nation's top league?,Jamaica Premier League
1744,Jamaica,Which Jamaican league is the country's top domestic football competition?,Jamaica Premier League
1745,Jamaica,Which Jamaica forward debuted in 2021 after England youth caps?,Michail Antonio
1745,Jamaica,Which Jamaican forward debuted for Jamaica in 2021 after England youth caps?,Michail Antonio
1745,Jamaica,Which Jamaican forward debuted in 2021 after England youth caps?,Michail Antonio
1746,Jamaica,Which Jamaica star winger played for Aston Villa during 2026 World Cup qualifiers?,Leon Bailey
1746,Jamaica,Which Jamaican star winger played for Aston Villa during the 2026 World Cup qualifiers?,Leon Bailey
1747,Jamaica,Which Jamaican goalkeeper played in MLS during the 2022 World Cup qualifiers?,André Blake
1747,Jamaica,"Which Jamaican goalkeeper, based in MLS, played in the 2022 World Cup qualifiers?",André Blake
1748,Jamaica,In which consecutive years did Jamaica reach the Gold Cup final?,2015 and 2017
1748,Jamaica,In which two consecutive years did Jamaica reach the CONCACAF Gold Cup final?,2015 and 2017
1749,Jamaica,Which Jamaican goalkeeper at the 2022 qualifiers was MLS-based?,André Blake
1749,Jamaica,Which Jamaican goalkeeper at the 2022 World Cup qualifiers was MLS-based?,André Blake
1749,Jamaica,Which Jamaican player at the 2022 World Cup qualifiers was MLS-based?,André Blake
1750,Jamaica,Which Jamaican domestic league was the top division in 2023?,Jamaica Premier League
1750,Jamaica,Which Jamaican league was the top division in the 2023 season?,Jamaica Premier League
1751,Jamaica,Which Jamaica forward chose them over England for 2022 World Cup qualifiers?,Michail Antonio
1751,Jamaica,Which Jamaica forward chose them over England for 2022 World Cup qualifying?,Michail Antonio
1751,Jamaica,Which Jamaica player chose them over England for 2022 World Cup qualifying?,Michail Antonio
1751,Jamaica,Which Jamaica striker chose them over England for 2022 World Cup qualifiers?,Michail Antonio
1751,Jamaica,Which Jamaica striker chose them over England for 2022 World Cup qualifying?,Michail Antonio
1751,Jamaica,Which Jamaican player chose them over England for 2022 World Cup qualifying?,Michail Antonio
1752,Jamaica,Which Jamaica star winger played for Aston Villa in 2023?,Leon Bailey
1752,Jamaica,Which Jamaican star winger played for Aston Villa in 2023?,Leon Bailey
1753,Jamaica,Which Jamaican Premier League player featured in 2022 World Cup qualifiers?,Michail Antonio
1753,Jamaica,Which Jamaican Premier League player featured in 2022 World Cup qualifying?,Michail Antonio
1754,Jamaica,Which Jamaica coach led them to the 2015 Gold Cup final?,Winfried Schäfer
1754,Jamaica,Which Jamaica manager led them to the 2015 Gold Cup final?,Winfried Schäfer
1755,Jamaica,Which CONCACAF nation beat Jamaica in the 2017 Gold Cup final?,United States
1755,Jamaica,Which team beat Jamaica in the 2017 CONCACAF Gold Cup final?,United States
1756,Jamaica,Which Jamaica star winger played for Aston Villa in 2022?,Leon Bailey
1756,Jamaica,Which Jamaican star winger played for Aston Villa in 2022?,Leon Bailey
1757,Jamaica,"In CONCACAF Gold Cup finals, which two nations beat Jamaica?",Mexico and USA
1757,Jamaica,Which two CONCACAF nations defeated Jamaica in Gold Cup finals?,Mexico and USA
1757,Jamaica,Which two CONCACAF rivals beat Jamaica in Gold Cup finals?,Mexico and USA
1757,Jamaica,Which two CONCACAF rivals defeated Jamaica in Gold Cup finals?,Mexico and USA
1757,Jamaica,Which two CONCACAF teams beat Jamaica in Gold Cup finals?,Mexico and USA
1757,Jamaica,Which two CONCACAF teams defeated Jamaica in Gold Cup finals?,Mexico and USA
1758,Jamaica,Which Jamaican goalkeeper from the MLS was in their 2022 World Cup qualifying squad?,André Blake
1758,Jamaica,"Which Jamaican goalkeeper, based in MLS, was in their 2022 World Cup qualifying squad?",André Blake
1759,Jamaica,Which Jamaica forward played for Fulham during 2022 World Cup qualifying?,Bobby Decordova-Reid
1759,Jamaica,Which Jamaican forward played for Fulham during 2022 World Cup qualifying?,Bobby Decordova-Reid
1760,Jamaica,"Which Jamaica forward, eligible for England, debuted in 2021 World Cup qualifying?",Michail Antonio
1760,Jamaica,"Which Jamaican forward, eligible for England, debuted in 2021 World Cup qualifying?",Michail Antonio
1761,Jamaica,Which Jamaica star winger from Aston Villa was in their 2022 World Cup qualifying squad?,Leon Bailey
1761,Jamaica,Which Jamaican winger from Aston Villa was in their 2022 World Cup qualifying squad?,Leon Bailey
1762,Jamaica,Which Jamaica winger plays for Aston Villa in the Premier League?,Leon Bailey
1762,Jamaica,Which Jamaican winger plays for Aston Villa in the Premier League?,Leon Bailey
1763,Jamaica,Which Jamaica star winger played for Aston Villa at the 2022 World Cup qualifiers?,Leon Bailey
1763,Jamaica,Which Jamaica winger played for Aston Villa during the 2022 World Cup qualifiers?,Leon Bailey
1763,Jamaica,Which Jamaican star winger played for Aston Villa at the 2022 World Cup?,Leon Bailey
1763,Jamaica,Which Jamaican star winger played for Aston Villa in the 2022 World Cup qualifiers?,Leon Bailey
1763,Jamaica,Which Jamaican star winger was at Aston Villa for the 2022 World Cup cycle?,Leon Bailey
1763,Jamaica,Which Jamaican winger in the 2022 World Cup qualifiers plays for Aston Villa?,Leon Bailey
1764,Jamaica,Which CONCACAF nation beat Jamaica in the 2015 Gold Cup final?,Mexico
1764,Jamaica,Which CONCACAF team beat Jamaica in the 2015 Gold Cup final?,Mexico
1764,Jamaica,Which nation defeated Jamaica in the 2015 CONCACAF Gold Cup final?,Mexico
1764,Jamaica,Which team defeated Jamaica in the 2015 CONCACAF Gold Cup final?,Mexico
1765,Jamaica,Which Jamaican goalkeeper in 2022 World Cup qualifying was MLS-based?,André Blake
1765,Jamaica,Which Jamaican goalkeeper was the MLS-based starter in 2022 World Cup qualifying?,André Blake
1766,Jamaica,Which Jamaican forward chose to represent Jamaica over England for the 2022 FIFA World Cup qualifiers?,Michail Antonio
1766,Jamaica,Which Jamaican forward chose to represent them over England for the 2022 World Cup qualifiers?,Michail Antonio
1767,Jamaica,"In a 2022 World Cup qualifier, which Jamaican forward previously played for England's youth teams?",Michail Antonio
1767,Jamaica,"Which Jamaican forward, who played for England's youth teams, debuted in a 2022 World Cup qualifier?",Michail Antonio
1768,Japan,Which Japan coach qualified them for the 2022 World Cup?,Hajime Moriyasu
1768,Japan,Which Japan manager qualified them for the 2022 World Cup?,Hajime Moriyasu
1768,Japan,Which manager qualified Japan for the 2022 FIFA World Cup?,Hajime Moriyasu
1769,Japan,Which Japan player scored the controversial winner against Spain in the 2022 World Cup?,Ao Tanaka
1769,Japan,Which Japan player scored the winner against Spain in their 2022 World Cup upset?,Ao Tanaka
1770,Japan,Which nation came back from 2-0 down to eliminate Japan in the 2018 World Cup round of 16?,Belgium
1770,Japan,Which team came back from 2-0 down to beat Japan in the 2018 World Cup round of 16?,Belgium
1771,Japan,Which nation did Japan advance past on fair play points at the 2018 World Cup?,Senegal
1771,Japan,Which nation did Japan beat on fair play points to advance at the 2018 World Cup?,Senegal
1771,Japan,Which nation did Japan edge on fair play points at the 2018 World Cup?,Senegal
1772,Japan,When did Japan beat Germany 2-1 at the World Cup?,2022
1772,Japan,When did Japan beat Germany 2-1 in the World Cup?,2022
1772,Japan,When did Japan beat Spain 2-1 at the World Cup?,2022
1773,Japan,Which Japan player scored the winner against Spain at the 2022 World Cup?,Ao Tanaka
1773,Japan,Which Japan player scored the winner vs Spain at the 2022 World Cup?,Ao Tanaka
1774,Japan,Which Japan coach qualified them for the 2026 FIFA World Cup?,Hajime Moriyasu
1774,Japan,Which Japan manager qualified them for the 2026 FIFA World Cup?,Hajime Moriyasu
1775,Japan,Which Japan player anchors their midfield for the 2026 World Cup cycle?,Wataru Endō
1775,Japan,Which Japan player anchors their midfield in the 2026 World Cup cycle?,Wataru Endō
1776,Japan,In which Japanese city is the JFA training centre located?,Chiba
1776,Japan,In which Japanese prefecture is the JFA training centre located?,Chiba
1777,Japan,Who is Japan's manager for the 2026 World Cup campaign?,Hajime Moriyasu
1777,Japan,Who is Japan's manager for their 2026 World Cup campaign?,Hajime Moriyasu
1777,Japan,Who is the manager leading Japan's 2026 World Cup campaign?,Hajime Moriyasu
1778,Japan,Which Japan manager was appointed in 2018 and continues for the 2026 World Cup?,Hajime Moriyasu
1778,Japan,Which Japan manager was appointed in 2018 for the 2026 World Cup cycle?,Hajime Moriyasu
1779,Japan,Which coach led Japan to qualify for the 2026 World Cup?,Hajime Moriyasu
1779,Japan,Which manager led Japan to qualify for the 2026 World Cup?,Hajime Moriyasu
1780,Japan,Which Japan defender retired internationally after the 2022 World Cup?,Maya Yoshida
1780,Japan,Which Japanese defender retired internationally after the 2022 World Cup?,Maya Yoshida
1781,Japan,"At the 2018 World Cup, which Japan player scored a crucial equaliser against Senegal?",Keisuke Honda
1781,Japan,Which Japan player scored a 2018 World Cup equaliser against Senegal?,Keisuke Honda
1781,Japan,Which Japan player scored an equaliser against Senegal at the 2018 World Cup?,Keisuke Honda
1781,Japan,Which Japan player scored the 2018 World Cup equaliser against Senegal?,Keisuke Honda
1782,Japan,Who coached Japan to qualify for the 2026 FIFA World Cup?,Hajime Moriyasu
1782,Japan,Who led Japan to qualify for the 2026 FIFA World Cup?,Hajime Moriyasu
1783,Japan,Which Japan manager led the team at the 2022 FIFA World Cup?,Hajime Moriyasu
1783,Japan,Which Japan manager led them at the 2022 FIFA World Cup?,Hajime Moriyasu
1783,Japan,Which Japan manager led them in the 2022 FIFA World Cup?,Hajime Moriyasu
1784,Japan,Which nation eliminated Japan in the 2018 World Cup round of 16?,Belgium
1784,Japan,Which nation faced Japan in the 2018 World Cup round of 16?,Belgium
1785,Japan,Which Japan midfielder at the 2014 and 2018 World Cups previously played for Borussia Dortmund and Manchester United?,Shinji Kagawa
1785,Japan,Which Japanese midfielder at the 2014 and 2018 World Cups played for Borussia Dortmund and Manchester United?,Shinji Kagawa
1786,Japan,Which Japan manager oversaw their AFC qualification for the 2022 World Cup?,Hajime Moriyasu
1786,Japan,Which Japan manager oversaw their qualification for the 2022 FIFA World Cup?,Hajime Moriyasu
1787,Japan,Which two nations did Japan finish above in the 2022 World Cup Group E?,Spain and Germany
1787,Japan,Which two teams did Japan finish above in 2022 World Cup Group E?,Spain and Germany
1788,Japan,Which Japan manager oversaw victories over Germany and Spain in 2022?,Hajime Moriyasu
1788,Japan,Which Japan manager oversaw wins over Germany and Spain in 2022?,Hajime Moriyasu
1789,Japan,Who scored Japan's extra-time winner in the 2011 Asian Cup final?,Tadanari Lee
1789,Japan,Who scored Japan's winner in the 2011 Asian Cup final?,Tadanari Lee
1790,Japan,Which Japan 2022 World Cup winger plays for Brighton?,Kaoru Mitoma
1790,Japan,Which Japan winger at the 2022 World Cup plays for Brighton?,Kaoru Mitoma
1791,Japan,"At the 2022 World Cup, which two nations did Japan beat?",Germany and Spain
1791,Japan,Which two teams did Japan beat at the 2022 World Cup?,Germany and Spain
1792,Japan,Which Asian nation did Japan beat in the 2011 Asian Cup final?,Australia
1792,Japan,Which nation did Japan defeat in the 2011 Asian Cup final?,Australia
1792,Japan,Which team did Japan beat in the 2011 Asian Cup final?,Australia
1793,Japan,Which Japan manager was appointed directly before the 2018 World Cup?,Akira Nishino
1793,Japan,Which Japan manager was appointed just before the 2018 World Cup?,Akira Nishino
1794,Japan,Which nation beat Japan 3-2 in the 2018 World Cup round of 16?,Belgium
1794,Japan,Which nation came back to beat Japan 3-2 in the 2018 World Cup round of 16?,Belgium
1795,Japan,Japan's impressive 2023 Asian Cup qualifying campaign ended in a quarter-final loss to which nation?,Iran
1795,Japan,Japan's impressive 2023 Asian Cup qualifying ended with a quarter-final loss to which nation?,Iran
1796,Japan,Which coach led Japan to qualify for the 2022 FIFA World Cup?,Hajime Moriyasu
1796,Japan,Which manager led Japan to qualify for the 2022 FIFA World Cup?,Hajime Moriyasu
1797,Japan,Which Japan midfielder scored the VAR-confirmed winner against Spain in 2022?,Ao Tanaka
1797,Japan,Which Japan player scored a VAR-confirmed winner against Spain in 2022?,Ao Tanaka
1797,Japan,Which Japan player scored the VAR-confirmed winner against Spain in 2022?,Ao Tanaka
1797,Japan,Which Japan player scored the VAR-confirmed winner vs Spain in 2022?,Ao Tanaka
1798,Japan,What was Japan's winning score in the 2011 Asian Cup final?,1-0
1798,Japan,What was Japan's winning scoreline in the 2011 Asian Cup final?,1-0
1799,Japan,Which Japan defender retired after 2022 with over 120 caps?,Maya Yoshida
1799,Japan,Which Japan defender retired in 2022 with over 120 caps?,Maya Yoshida
1800,Japan,Which nation eliminated Japan in the 2023 Asian Cup quarter-finals?,Iran
1800,Japan,Which team beat Japan in the 2023 Asian Cup quarter-finals?,Iran
1800,Japan,Which team eliminated Japan from the 2023 Asian Cup quarter-finals?,Iran
1800,Japan,Which team eliminated Japan in the 2023 Asian Cup quarter-finals?,Iran
1801,Japan,Which Japan manager won the 2011 Asian Cup after the Tōhoku disaster?,Alberto Zaccheroni
1801,Japan,Which Japan manager won the 2011 Asian Cup after the Tōhoku earthquake?,Alberto Zaccheroni
1802,Japan,Which Japan manager's tenure included the 2011 Asian Cup win?,Alberto Zaccheroni
1802,Japan,Which Japan manager's tenure included their 2011 Asian Cup win?,Alberto Zaccheroni
1803,Japan,In which World Cup did Japan beat Spain 2-1 after trailing?,2022 World Cup
1803,Japan,In which World Cup did Japan beat Spain 2-1?,2022 World Cup
1804,Japan,Which Japanese winger was a key Premier League star in the 2022 World Cup?,Kaoru Mitoma
1804,Japan,Which Japanese winger was a Premier League star at the 2022 World Cup?,Kaoru Mitoma
1805,Japan,Which nation beat Japan in the 2019 Asian Cup final?,Qatar
1805,Japan,Which nation defeated Japan in the 2019 Asian Cup final?,Qatar
1805,Japan,Which team beat Japan in the 2019 Asian Cup final?,Qatar
1806,Japan,Which manager guided Japan's AFC qualification for the 2026 World Cup?,Hajime Moriyasu
1806,Japan,Which manager guided Japan's qualification for the 2026 FIFA World Cup?,Hajime Moriyasu
1806,Japan,Which manager led Japan's AFC qualification for the 2026 World Cup?,Hajime Moriyasu
1807,Japan,Which Japan forward at the 2022 World Cup plays for Freiburg?,Ritsu Doan
1807,Japan,Which Japan forward played for Freiburg at the 2022 World Cup?,Ritsu Doan
1808,Japan,Who was Japan's manager during their 2022 World Cup qualification?,Hajime Moriyasu
1808,Japan,Who was Japan's manager for their 2022 World Cup qualification?,Hajime Moriyasu
1809,Japan,Which Spanish star joined Japan's Vissel Kobe in 2018?,Andrés Iniesta
1809,Japan,Which Spanish World Cup star joined Japan's Vissel Kobe in 2018?,Andrés Iniesta
1810,Japan,Which Japan player at the 2022 World Cup plays for Real Sociedad?,Takefusa Kubo
1810,Japan,Which Japan star at the 2022 World Cup plays for Real Sociedad?,Takefusa Kubo
1810,Japan,Which Japanese player at the 2022 World Cup plays for Real Sociedad?,Takefusa Kubo
1811,Japan,Which manager led Japan to the 2011 Asian Cup title?,Alberto Zaccheroni
1811,Japan,Which manager led Japan to win the 2011 Asian Cup?,Alberto Zaccheroni
1812,Japan,Which nation beat Japan on penalties in the 2022 World Cup?,Croatia
1812,Japan,Which team beat Japan on penalties in the 2022 World Cup?,Croatia
1813,Japan,Which nation eliminated Japan in the 2015 Asian Cup quarter-finals?,United Arab Emirates
1813,Japan,Which team eliminated Japan in the 2015 Asian Cup quarter-finals?,United Arab Emirates
1814,Japan,At which FIFA World Cup did Japan top a group with Germany and Spain?,2022 World Cup
1814,Japan,In which World Cup did Japan top a group with Germany and Spain?,2022 World Cup
1815,Japan,Which manager guided Japan to 2026 FIFA World Cup AFC qualification?,Hajime Moriyasu
1815,Japan,Which manager guided Japan to 2026 World Cup qualification?,Hajime Moriyasu
1816,Japan,Which Japan player scored a key equaliser against Senegal in 2018?,Keisuke Honda
1816,Japan,Which Japan player scored a vital equaliser against Senegal in 2018?,Keisuke Honda
1817,Japan,Which Japan attacker scored against Germany at the 2022 World Cup?,Ritsu Doan
1817,Japan,Which Japan player scored against Germany at the 2022 World Cup?,Ritsu Doan
1818,Japan,Which Japan midfielder played at the 2014 and 2018 World Cups?,Shinji Kagawa
1818,Japan,Which Japanese midfielder played at the 2014 and 2018 World Cups?,Shinji Kagawa
1819,Japan,Japan lost a 2010 World Cup shootout to which nation?,Paraguay
1819,Japan,Japan lost to which nation in a 2010 World Cup penalty shootout?,Paraguay
1820,Japan,Which Spanish legend joined Japanese club Vissel Kobe in 2018?,Andrés Iniesta
1820,Japan,Which Spanish star joined Japanese club Vissel Kobe in 2018?,Andrés Iniesta
1821,Japan,Which nation scored a 94th-minute winner against Japan at the 2018 World Cup?,Belgium
1821,Japan,Which nation scored a 94th-minute winner to beat Japan at the 2018 World Cup?,Belgium
1822,Japan,Which Japan player scored a goal at three consecutive FIFA World Cups?,Keisuke Honda
1822,Japan,Which Japan player scored at three consecutive FIFA World Cups?,Keisuke Honda
1823,Japan,Which Japan attacker at the 2022 World Cup formerly played for Liverpool?,Takumi Minamino
1823,Japan,Which Japanese attacker at the 2022 World Cup formerly played for Liverpool?,Takumi Minamino
1824,Japan,Which Japan manager is leading their 2026 World Cup campaign?,Hajime Moriyasu
1824,Japan,Which Japan manager is leading their 2026 World Cup qualification?,Hajime Moriyasu
1825,Jordan,In which year will Jordan make its FIFA World Cup debut?,2026
1825,Jordan,In which year will Jordan make their FIFA World Cup debut?,2026
1826,Jordan,Which Jordan goalkeeper debuted at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordan goalkeeper played at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordan goalkeeper played in the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordan goalkeeper started at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordan goalkeeper started the 2023 Asian Cup semi-final?,Yazeed Abulaila
1826,Jordan,Which Jordanian goalkeeper featured at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordanian goalkeeper played at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordanian goalkeeper started at the 2023 Asian Cup?,Yazeed Abulaila
1826,Jordan,Which Jordanian goalkeeper started in the 2023 Asian Cup?,Yazeed Abulaila
1827,Jordan,Jordan faced which nation in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which nation beat Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which nation defeated Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which nation eliminated Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which team beat Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which team defeated Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1827,Jordan,Which team eliminated Jordan in the 2014 World Cup intercontinental playoff?,Uruguay
1828,Jordan,"Before their 2026 WC push, what was Jordan's greatest football achievement?",2023 Asian Cup final
1828,Jordan,"Before their 2026 WC qualifiers, what was Jordan's greatest football achievement?",2023 Asian Cup final
1828,Jordan,"Before their 2026 WC run, what was Jordan's greatest football achievement?",2023 Asian Cup final
1828,Jordan,"Before their 2026 WC run, when was Jordan's greatest football achievement?",2023 Asian Cup final
1829,Jordan,Which nation did Jordan face in the 2014 World Cup intercontinental playoff?,Uruguay
1829,Jordan,Which team did Jordan face in the 2014 World Cup intercontinental playoff?,Uruguay
1829,Jordan,Which team did Jordan face in the 2014 World Cup qualifying playoff?,Uruguay
1830,Jordan,Which nation did Jordan lose to in the 2023 Asian Cup final?,Qatar
1830,Jordan,Which team did Jordan lose to in the 2023 Asian Cup final?,Qatar
1831,Jordan,"At the 2023 Asian Cup, which team did Jordan beat to reach their first final?",South Korea
1831,Jordan,Which Asian team did Jordan beat to reach the 2023 Asian Cup final?,South Korea
1831,Jordan,Which nation did Jordan beat to reach the 2023 Asian Cup final?,South Korea
1831,Jordan,Which team did Jordan beat to reach their first Asian Cup final in 2023?,South Korea
1831,Jordan,Which team did Jordan defeat to reach the 2023 Asian Cup final?,South Korea
1832,Jordan,Which Jordan defender was a key player at the 2023 Asian Cup?,Yazan Al-Arab
1832,Jordan,Which Jordan defender was a key starter at the 2023 Asian Cup?,Yazan Al-Arab
1832,Jordan,Which Jordan defender was key at the 2023 Asian Cup?,Yazan Al-Arab
1832,Jordan,Which Jordanian defender was a key player at the 2023 Asian Cup?,Yazan Al-Arab
1833,Jordan,Which year will be Jordan's first FIFA World Cup appearance?,2026
1833,Jordan,Which year will mark Jordan's first FIFA World Cup appearance?,2026
1834,Jordan,Which West Asian nation beat Jordan in the 2023 Asian Cup final?,Qatar
1834,Jordan,Which West Asian nation defeated Jordan in the 2023 Asian Cup final?,Qatar
1835,Jordan,Which Jordan player with over 60 caps plays in European football?,Mousa Al-Taamari
1835,Jordan,"Which Jordan player, with over 60 caps, competes in European football?",Mousa Al-Taamari
1835,Jordan,Which Jordanian player with over 60 caps plays in European football?,Mousa Al-Taamari
1836,Jordan,Which Jordan stadium had a larger capacity for 2022 World Cup qualifiers?,Amman International Stadium
1836,Jordan,Which Jordan stadium had the larger capacity for 2022 World Cup qualifiers?,Amman International Stadium
1837,Jordan,What is Jordan's primary stadium capacity for FIFA World Cup qualifiers?,"Approximately 17,619"
1837,Jordan,What is Jordan's primary stadium capacity in FIFA World Cup qualifiers?,"Approximately 17,619"
1838,Jordan,When did Jordan reach the Asian Cup final as underdogs?,2023
1838,Jordan,When did Jordan reach the Asian Cup final?,2023
1839,Jordan,Which round did Jordan reach at the 2023 Asian Cup?,The final
1839,Jordan,Which round did Jordan reach in the 2023 Asian Cup?,The final
1839,Jordan,Which stage did Jordan reach in the 2023 Asian Cup?,The final
1840,Jordan,Which two Jordanian clubs are the biggest in the country's top domestic league?,Al-Faisaly and Al-Wehdat
1840,Jordan,Which two Jordanian clubs are the biggest in the domestic league?,Al-Faisaly and Al-Wehdat
1841,Jordan,When did Jordan lose 5-0 on aggregate to Uruguay in a World Cup playoff?,2014
1841,Jordan,When did Jordan lose their World Cup playoff to Uruguay 5-0 on aggregate?,2014
1842,Jordan,Which Jordanian clubs are the biggest in domestic football?,Al-Faisaly and Al-Wehdat
1842,Jordan,Which two clubs are the biggest in Jordanian football?,Al-Faisaly and Al-Wehdat
1843,Jordan,Which Jordan player had 30+ goals before the 2026 World Cup qualifiers?,Hamza Al-Dardour
1843,Jordan,Which Jordan player scored 30+ goals before the 2026 World Cup qualifiers?,Hamza Al-Dardour
1843,Jordan,Which Jordan striker scored 30+ goals before the 2026 World Cup qualifiers?,Hamza Al-Dardour
1843,Jordan,Which Jordan striker scored 30+ international goals before 2026 World Cup qualifiers?,Hamza Al-Dardour
1844,Jordan,Why will Jordan's 2026 World Cup debut be historic for them?,First ever qualification
1844,Jordan,Why will Jordan's 2026 World Cup debut be historic?,First ever qualification
1845,Jordan,Which Jordan player has scored 30+ goals in his international career?,Hamza Al-Dardour
1845,Jordan,Which Jordan player scored over 30 goals in his international career?,Hamza Al-Dardour
1846,Jordan,Which Jordan achievement was surpassed by 2026 World Cup qualification?,2023 Asian Cup final
1846,Jordan,Which Jordanian achievement was surpassed by 2026 World Cup qualification?,2023 Asian Cup final
1847,Jordan,Which Jordan forward has over 60 caps and 30+ international goals?,Hamza Al-Dardour
1847,Jordan,Which Jordan striker has over 60 caps and 30+ international goals?,Hamza Al-Dardour
1847,Jordan,Which Jordanian striker has over 60 caps and 30+ international goals?,Hamza Al-Dardour
1848,Jordan,In which year did Jordan make their first FIFA World Cup appearance?,2026
1848,Jordan,In which year did Jordan make their first FIFA World Cup qualification?,2026
1849,Jordan,When did Jordan lose a World Cup playoff to Uruguay?,2014
1849,Jordan,When did Jordan lose their World Cup playoff to Uruguay?,2014
1850,Jordan,At which FIFA World Cup will Jordan make their historic debut?,2026 World Cup
1850,Jordan,In which FIFA World Cup will Jordan make their historic debut?,2026 World Cup
1850,Jordan,In which World Cup will Jordan make their historic tournament debut?,2026 World Cup
1851,Jordan,In which World Cup cycle did Jordan lose a playoff to Uruguay?,2014 World Cup
1851,Jordan,In which World Cup qualification did Jordan lose a playoff to Uruguay?,2014 World Cup
1852,Jordan,Which FIFA World Cup will be Jordan's first-ever appearance?,2026 World Cup
1852,Jordan,Which FIFA World Cup will be Jordan's first-ever qualification?,2026 World Cup
1853,Jordan,Which Jordan stadium had a larger capacity for 2026 World Cup qualifiers?,Amman International Stadium
1853,Jordan,Which Jordan stadium has a larger capacity for 2026 World Cup qualifiers?,Amman International Stadium
1854,Jordan,"Which Jordan stadium hosted a 2022 World Cup qualifier, capacity 17,619?",Amman International Stadium
1854,Jordan,"Which Jordan stadium, capacity ~17,619, hosted their 2022 World Cup qualifier?",Amman International Stadium
1855,Jordan,Which Jordan achievement before 2026 was their greatest football feat?,2023 Asian Cup final
1855,Jordan,Which Jordan achievement before 2026 WC qualifying was their greatest?,2023 Asian Cup final
1855,Jordan,Which Jordan achievement was their greatest before 2026?,2023 Asian Cup final
1856,Jordan,Which Jordan achievement was their greatest before 2026 World Cup qualification?,2023 Asian Cup final
1856,Jordan,Which Jordan achievement was their greatest until 2026 World Cup qualification?,2023 Asian Cup final
1856,Jordan,Which Jordanian achievement was their greatest before 2026 World Cup qualification?,2023 Asian Cup final
